route_id,distance_km,vehicle_type,weather,load_type,actual_eta_hours
R-0578,763.5,van,light_snow,light,15.8
R-0579,501.9,truck_small,light_snow,light,11.85
R-0580,1188.9,truck_large,rain,heavy,24.5
R-0581,749.7,van,clear,light,11.11
R-0582,170.8,van,rain,light,2.88
R-0583,1245.1,van,foggy,medium,23.52
R-0584,1471.3,truck_small,rain,medium,26.54
R-0585,837.6,truck_small,light_snow,heavy,21.73
R-0586,1152.5,truck_large,light_snow,heavy,32.66
R-0587,1303.2,truck_small,clear,light,19.73
R-0588,1025.8,truck_large,rain,light,20.2
R-0589,1197.0,truck_large,foggy,light,26.56
R-0590,1375.1,van,rain,light,24.05
R-0591,627.2,truck_small,foggy,light,12.1
R-0592,877.0,van,rain,medium,15.39
R-0593,915.3,van,clear,light,13.55
R-0594,1347.7,van,foggy,medium,27.49
R-0595,930.5,truck_small,rain,heavy,17.55
R-0596,521.7,truck_small,light_snow,light,11.48
R-0597,1052.3,truck_large,clear,heavy,18.26
R-0598,473.3,van,foggy,heavy,9.56
R-0599,227.5,truck_small,rain,medium,4.1
R-0600,363.4,van,light_snow,heavy,8.17
R-0601,404.5,truck_large,light_snow,light,9.87
R-0602,145.3,van,rain,light,2.47
R-0603,400.1,van,rain,medium,6.86
R-0604,174.1,van,light_snow,medium,4.02
R-0605,1332.5,truck_small,rain,heavy,26.57
R-0606,473.4,van,rain,medium,8.4
R-0607,154.9,truck_small,light_snow,light,3.35
R-0608,1065.2,truck_large,light_snow,heavy,27.68
R-0609,297.9,van,foggy,medium,5.9
R-0610,498.1,truck_small,light_snow,heavy,12.61
R-0611,1391.3,truck_large,foggy,light,31.59
R-0612,564.6,van,rain,heavy,11.0
R-0613,1199.3,truck_large,light_snow,heavy,33.09
R-0614,1168.8,van,rain,light,20.96
R-0615,1078.4,truck_small,clear,heavy,17.99
R-0616,686.1,van,clear,light,10.27
R-0617,753.6,van,clear,heavy,11.75
R-0618,892.9,van,light_snow,heavy,21.3
R-0619,598.4,truck_large,clear,medium,10.15
R-0620,66.6,truck_large,light_snow,heavy,1.78
R-0621,1298.7,van,rain,heavy,25.28
R-0622,104.3,truck_small,rain,heavy,2.09
R-0623,767.5,van,clear,heavy,11.83
R-0624,1460.7,truck_small,clear,light,22.91
R-0625,765.6,van,light_snow,medium,16.83
R-0626,1197.4,truck_small,light_snow,heavy,29.52
R-0627,873.8,van,light_snow,light,19.56
R-0628,1047.2,van,clear,light,14.35
R-0629,769.0,truck_small,light_snow,light,17.94
R-0630,1318.4,truck_large,foggy,medium,30.49
R-0631,1103.9,truck_small,light_snow,medium,24.32
R-0632,1411.9,van,light_snow,light,29.34
R-0633,209.7,truck_large,foggy,heavy,4.92
R-0634,1198.9,truck_small,foggy,light,23.62
R-0635,1331.0,truck_large,light_snow,medium,33.13
R-0636,337.1,truck_large,foggy,light,7.64
R-0637,475.4,truck_large,rain,heavy,10.59
R-0638,500.3,truck_large,rain,heavy,11.16
R-0639,1428.5,truck_small,rain,medium,27.48
R-0640,1334.7,truck_large,foggy,medium,31.16
R-0641,1021.3,van,clear,heavy,15.93
R-0642,262.2,truck_small,rain,heavy,5.03
R-0643,1018.6,truck_large,foggy,heavy,25.98
R-0644,778.1,truck_small,rain,heavy,15.64
R-0645,469.3,van,light_snow,light,10.32
R-0646,298.2,truck_small,foggy,heavy,6.77
R-0647,753.0,truck_small,clear,medium,11.98
R-0648,366.0,truck_large,rain,heavy,8.12
R-0649,742.0,van,rain,light,13.15
R-0650,202.7,van,clear,light,2.84
R-0651,1329.0,truck_small,foggy,light,27.26
R-0652,529.8,van,foggy,heavy,11.62
R-0653,1238.3,truck_large,clear,heavy,22.62
R-0654,97.1,truck_large,light_snow,light,2.33
R-0655,274.9,truck_small,foggy,heavy,6.06
R-0656,1407.4,van,light_snow,light,29.3
R-0657,983.3,truck_small,clear,light,14.1
R-0658,461.8,truck_large,rain,heavy,10.14
R-0659,706.8,truck_large,foggy,medium,15.86
R-0660,1026.7,truck_large,light_snow,heavy,27.94
R-0661,1026.3,truck_large,light_snow,light,24.22
R-0662,144.7,truck_large,light_snow,light,3.68
R-0663,1016.4,truck_large,rain,heavy,23.14
R-0664,961.1,truck_small,clear,heavy,15.68
R-0665,1409.0,truck_large,foggy,heavy,35.04
R-0666,1426.0,truck_small,clear,light,21.94
R-0667,1144.4,truck_small,light_snow,medium,25.23
R-0668,1258.5,truck_large,clear,light,20.06
R-0669,376.2,truck_small,light_snow,light,8.5
R-0670,343.9,truck_small,clear,heavy,5.7
R-0671,1419.9,van,clear,heavy,23.08
R-0672,831.4,van,foggy,medium,15.95
R-0673,1202.9,truck_small,rain,light,22.09
R-0674,1402.9,van,rain,heavy,26.06
R-0675,814.1,truck_large,rain,heavy,17.36
R-0676,32.6,van,foggy,light,0.6
R-0677,157.1,truck_small,foggy,light,3.14
R-0678,542.2,truck_small,foggy,heavy,11.78
R-0679,686.2,truck_small,foggy,light,13.89
R-0680,1245.6,truck_small,light_snow,medium,28.24
R-0681,1206.5,van,rain,medium,20.72
R-0682,983.3,truck_large,clear,light,15.55
R-0683,349.8,truck_large,foggy,medium,8.25
R-0684,70.0,truck_large,foggy,heavy,1.67
R-0685,698.7,truck_large,rain,heavy,14.98
R-0686,793.8,truck_large,rain,light,16.05
R-0687,1489.0,van,clear,light,20.59
R-0688,898.4,van,clear,heavy,14.31
R-0689,204.4,van,light_snow,heavy,4.87
R-0690,1267.5,van,rain,heavy,23.37
R-0691,33.8,van,light_snow,medium,0.76
R-0692,1244.6,van,clear,medium,18.01
R-0693,611.4,truck_small,clear,light,9.07
R-0694,844.2,truck_large,rain,light,16.71
R-0695,1185.2,truck_large,light_snow,medium,29.24
R-0696,1296.2,truck_small,foggy,light,25.85
R-0697,101.6,truck_large,clear,heavy,1.87
R-0698,431.5,truck_large,light_snow,medium,11.32
R-0699,907.3,truck_large,foggy,heavy,21.53
R-0700,524.5,truck_large,rain,medium,10.38
R-0701,1026.3,van,clear,heavy,15.91
R-0702,825.1,truck_large,foggy,light,18.9
R-0703,789.2,truck_small,rain,heavy,14.85
R-0704,1347.9,truck_large,light_snow,medium,32.73
R-0705,82.8,truck_large,clear,heavy,1.52
R-0706,1011.4,truck_large,clear,heavy,18.85
R-0707,1036.2,van,clear,light,14.61
R-0708,650.6,van,clear,medium,9.68
R-0709,484.0,truck_small,rain,heavy,9.79
R-0710,1343.8,truck_small,foggy,light,27.36
R-0711,638.8,truck_small,rain,medium,12.02
R-0712,355.2,truck_small,light_snow,medium,8.62
R-0713,518.5,van,light_snow,light,11.08
R-0714,655.8,truck_large,foggy,heavy,16.79
R-0715,758.6,van,light_snow,heavy,18.46
R-0716,741.7,van,rain,heavy,14.19
R-0717,1412.4,van,foggy,light,27.34
R-0718,1126.6,van,foggy,medium,22.19
R-0719,1495.1,truck_small,clear,medium,23.41
R-0720,263.6,truck_small,light_snow,heavy,6.83
R-0721,1035.0,van,light_snow,light,22.75
R-0722,224.0,truck_small,foggy,heavy,5.12
R-0723,343.1,truck_large,clear,heavy,6.12
R-0724,477.5,truck_small,foggy,heavy,10.6
R-0725,1270.8,van,foggy,heavy,27.41
R-0726,505.5,van,rain,medium,8.72
R-0727,763.5,truck_large,rain,heavy,17.22
R-0728,1377.1,truck_large,light_snow,medium,35.91
R-0729,1272.4,van,rain,light,22.11
R-0730,1089.8,truck_small,light_snow,heavy,26.64
R-0731,1430.6,truck_small,clear,light,21.71
R-0732,855.4,truck_small,clear,medium,13.19
R-0733,1100.7,van,light_snow,medium,24.67
R-0734,695.1,truck_small,rain,light,13.02
R-0735,374.5,truck_large,foggy,heavy,8.98
R-0736,552.5,truck_small,light_snow,medium,12.84
R-0737,1094.9,truck_large,rain,light,22.41
R-0738,54.7,truck_large,rain,medium,1.1
R-0739,200.2,truck_small,clear,medium,3.1
R-0740,491.2,van,rain,light,8.65
R-0741,109.0,van,rain,medium,1.98
R-0742,1180.2,van,clear,heavy,18.02
R-0743,534.7,truck_small,light_snow,medium,12.49
R-0744,1340.5,truck_small,clear,heavy,22.03
R-0745,931.3,van,clear,light,13.38
R-0746,167.8,truck_large,rain,medium,3.26
R-0747,236.4,truck_large,rain,light,4.48
R-0748,178.4,truck_small,rain,light,3.12
R-0749,480.6,truck_large,clear,medium,8.29
R-0750,488.8,van,light_snow,medium,10.45
R-0751,1488.4,truck_small,light_snow,heavy,35.09
R-0752,557.8,van,foggy,light,10.42
R-0753,1063.3,truck_small,light_snow,medium,24.3
R-0754,1335.3,truck_large,rain,light,27.47
R-0755,369.4,truck_large,light_snow,medium,9.27
R-0756,1151.7,van,light_snow,light,25.22
R-0757,1339.1,truck_large,clear,medium,22.89
R-0758,482.0,van,clear,light,6.91
R-0759,605.4,truck_large,light_snow,medium,14.86
R-0760,1249.5,truck_small,light_snow,medium,29.12
R-0761,1007.4,van,foggy,heavy,22.33
R-0762,279.6,truck_small,foggy,light,5.41
R-0763,340.5,truck_large,rain,heavy,7.39
R-0764,121.5,truck_small,foggy,light,2.47
R-0765,92.8,van,clear,medium,1.31
R-0766,422.0,van,clear,heavy,6.9
R-0767,193.7,truck_large,clear,medium,3.2
R-0768,1431.0,van,clear,heavy,22.31
R-0769,1125.9,truck_large,clear,light,19.28
R-0770,1134.7,truck_large,light_snow,medium,29.66
R-0771,556.4,truck_large,light_snow,medium,14.46
R-0772,1207.6,truck_small,foggy,heavy,28.13
R-0773,883.6,truck_large,clear,heavy,16.37
R-0774,539.7,truck_small,light_snow,medium,12.73
R-0775,1098.2,truck_small,foggy,light,21.96
R-0776,1468.1,truck_large,rain,light,27.84
R-0777,224.9,truck_large,foggy,heavy,5.56
R-0778,734.3,truck_small,rain,light,13.19
R-0779,259.3,truck_small,light_snow,medium,5.83
R-0780,1147.4,truck_large,clear,light,19.33
R-0781,20.8,van,foggy,medium,0.42
R-0782,301.7,truck_small,light_snow,light,6.75
R-0783,345.3,truck_large,foggy,heavy,8.19
R-0784,162.6,truck_small,rain,medium,2.94
R-0785,799.5,truck_small,rain,medium,15.35
R-0786,806.6,van,clear,medium,11.45
R-0787,1038.1,truck_large,foggy,light,22.26
R-0788,941.7,truck_small,foggy,heavy,20.01
R-0789,1064.3,truck_small,light_snow,heavy,27.32
R-0790,144.5,truck_small,foggy,light,2.91
R-0791,1357.6,truck_large,foggy,heavy,32.19
R-0792,1033.1,truck_large,light_snow,medium,26.56
R-0793,632.7,van,foggy,light,11.67
R-0794,83.9,van,foggy,light,1.68
R-0795,711.7,truck_large,clear,medium,12.17
R-0796,680.9,van,light_snow,medium,14.86
R-0797,208.7,truck_large,light_snow,medium,5.47
R-0798,1171.9,truck_large,clear,light,19.15
R-0799,85.2,truck_small,rain,heavy,1.64
R-0800,526.8,truck_large,rain,light,10.31
R-0801,1381.2,truck_large,foggy,heavy,32.89
R-0802,136.9,truck_small,foggy,heavy,2.97
R-0803,1133.3,truck_small,light_snow,heavy,28.82
R-0804,85.5,van,rain,heavy,1.63
R-0805,844.5,truck_small,light_snow,medium,18.99
R-0806,171.2,truck_large,light_snow,heavy,4.86
R-0807,932.9,van,rain,heavy,17.21
R-0808,529.4,truck_small,clear,medium,8.34
R-0809,267.0,truck_large,clear,light,4.37
R-0810,851.5,van,foggy,light,16.49
R-0811,356.5,truck_small,clear,medium,5.61
R-0812,1172.0,truck_large,light_snow,heavy,32.56
R-0813,691.6,truck_small,clear,medium,11.18
R-0814,1234.8,truck_small,clear,medium,19.4
R-0815,1462.8,truck_small,foggy,heavy,32.66
R-0816,31.4,truck_small,light_snow,heavy,0.78
R-0817,1061.1,van,foggy,light,19.59
R-0818,654.0,truck_large,rain,heavy,14.61
R-0819,621.5,van,rain,medium,10.92
R-0820,666.0,truck_large,clear,medium,11.06
R-0821,285.8,truck_small,rain,light,4.96
R-0822,673.6,van,clear,medium,10.31
R-0823,1371.0,truck_large,light_snow,heavy,38.09
R-0824,601.2,truck_small,foggy,medium,12.86
R-0825,1280.1,truck_small,clear,medium,19.0
R-0826,237.3,truck_large,clear,light,3.78
R-0827,1414.6,truck_large,clear,medium,23.5
R-0828,1228.0,truck_large,clear,medium,19.79
R-0829,234.5,van,light_snow,light,5.12
R-0830,76.9,truck_small,clear,medium,1.16
R-0831,726.8,truck_large,foggy,heavy,17.85
R-0832,1245.3,truck_large,foggy,light,26.68
R-0833,1271.1,truck_large,clear,light,21.54
R-0834,65.9,truck_small,rain,heavy,1.34
R-0835,986.6,truck_small,rain,heavy,18.72
R-0836,1019.8,truck_small,clear,light,15.19
R-0837,677.3,truck_large,foggy,heavy,15.92
R-0838,324.4,van,clear,medium,4.82
R-0839,385.7,truck_large,rain,light,7.71
R-0840,783.5,truck_large,rain,medium,15.47
R-0841,435.0,van,rain,light,7.42
R-0842,897.1,van,light_snow,heavy,21.43
R-0843,112.9,van,light_snow,heavy,2.63
R-0844,556.8,truck_large,rain,heavy,12.25
R-0845,1129.0,truck_small,clear,light,16.15
R-0846,43.6,van,rain,light,0.74
R-0847,1421.7,van,rain,light,24.31
R-0848,360.4,van,rain,light,6.27
R-0849,797.2,truck_small,rain,heavy,16.25
R-0850,228.6,truck_large,rain,medium,4.48
R-0851,1000.7,van,light_snow,light,21.3
R-0852,263.5,truck_small,clear,light,3.91
R-0853,528.3,truck_small,foggy,medium,10.85
R-0854,428.6,truck_small,foggy,medium,8.52
R-0855,818.3,truck_small,foggy,medium,16.56
R-0856,151.7,truck_small,clear,heavy,2.52
R-0857,1239.1,truck_large,light_snow,heavy,34.93
R-0858,1137.0,truck_small,rain,medium,20.5
R-0859,98.1,truck_small,clear,medium,1.53
R-0860,1463.1,truck_large,rain,medium,28.63
R-0861,793.8,van,light_snow,light,17.21
R-0862,638.0,truck_large,clear,heavy,11.14
R-0863,24.5,van,light_snow,heavy,0.56
R-0864,748.4,van,light_snow,medium,16.44
R-0865,1240.2,truck_small,clear,heavy,21.04
R-0866,537.0,van,foggy,heavy,11.04
R-0867,174.8,van,rain,heavy,3.44
R-0868,606.5,truck_large,light_snow,heavy,15.74
R-0869,1325.3,truck_large,foggy,heavy,30.75
R-0870,737.1,truck_large,light_snow,heavy,20.16
R-0871,208.0,truck_small,rain,medium,3.96
R-0872,900.6,truck_large,clear,light,15.16
R-0873,812.9,van,light_snow,medium,17.73
R-0874,375.6,van,rain,light,6.27
R-0875,597.5,truck_large,foggy,medium,14.08
R-0876,858.6,van,rain,medium,15.3
R-0877,55.1,van,foggy,light,1.03
R-0878,439.1,truck_small,light_snow,light,9.59
R-0879,821.3,van,rain,heavy,15.41
R-0880,44.1,van,clear,light,0.62
R-0881,1014.6,van,clear,light,14.78
R-0882,1234.2,truck_small,rain,medium,23.74
R-0883,1439.7,van,foggy,heavy,31.84
R-0884,652.1,truck_large,rain,light,13.34
R-0885,1113.1,van,light_snow,medium,25.18
R-0886,1204.0,truck_large,light_snow,heavy,34.11
R-0887,460.7,truck_large,foggy,heavy,11.01
R-0888,1045.1,truck_large,rain,medium,20.62
R-0889,823.5,truck_small,clear,light,12.83
R-0890,977.7,truck_small,clear,medium,15.35
R-0891,171.0,van,clear,heavy,2.65
R-0892,32.1,truck_small,rain,heavy,0.67
R-0893,1175.8,truck_small,foggy,heavy,26.0
R-0894,477.3,van,clear,heavy,7.55
R-0895,27.1,van,light_snow,medium,0.59
R-0896,1176.5,truck_large,rain,heavy,26.31
R-0897,1013.3,van,foggy,heavy,20.84
R-0898,858.1,truck_small,clear,medium,12.67
R-0899,33.6,truck_small,foggy,medium,0.68
R-0900,724.8,truck_large,foggy,light,16.33
R-0901,796.6,truck_small,foggy,medium,15.93
R-0902,364.5,truck_large,rain,medium,7.39
R-0903,297.6,truck_small,foggy,light,5.97
R-0904,470.9,truck_large,foggy,heavy,11.99
R-0905,117.0,van,clear,medium,1.74
R-0906,786.1,truck_small,foggy,medium,17.16
R-0907,199.2,truck_large,light_snow,light,4.82
R-0908,1256.9,van,rain,light,22.54
R-0909,1057.9,truck_large,clear,light,17.38
R-0910,839.5,van,light_snow,medium,18.53
R-0911,1014.0,van,foggy,light,19.64
R-0912,1432.2,truck_large,foggy,light,33.23
R-0913,948.5,truck_small,rain,light,17.79
R-0914,1488.6,truck_small,clear,light,21.61
R-0915,819.7,truck_small,light_snow,light,18.0
R-0916,1434.5,truck_small,rain,light,25.22
R-0917,972.2,truck_small,rain,medium,17.29
R-0918,982.7,truck_large,clear,light,15.97
R-0919,1014.1,truck_large,light_snow,heavy,27.81
R-0920,445.3,truck_large,rain,light,8.96
R-0921,469.4,van,foggy,light,9.37
R-0922,1103.1,truck_small,clear,light,16.34
R-0923,723.5,truck_small,light_snow,light,16.4
R-0924,112.0,truck_large,clear,light,1.89
R-0925,63.0,van,rain,medium,1.14
R-0926,162.7,van,foggy,medium,3.3
R-0927,645.1,van,rain,medium,10.89
R-0928,81.8,truck_small,light_snow,light,1.87
R-0929,315.4,van,foggy,medium,6.5
R-0930,1389.8,truck_large,light_snow,medium,36.64
R-0931,495.6,truck_large,clear,light,8.28
R-0932,107.2,van,foggy,heavy,2.26
R-0933,1002.5,truck_large,foggy,light,22.2
R-0934,974.1,truck_small,rain,heavy,19.59
R-0935,1190.7,truck_large,light_snow,medium,29.39
R-0936,47.5,van,rain,light,0.83
R-0937,976.7,truck_small,clear,heavy,16.38
R-0938,1387.1,van,foggy,light,25.49
R-0939,431.8,truck_large,rain,light,8.92
R-0940,882.7,truck_small,rain,light,16.65
R-0941,1386.8,truck_large,clear,medium,23.46
R-0942,882.4,truck_small,rain,heavy,17.38
R-0943,504.9,truck_large,light_snow,heavy,13.28
R-0944,293.0,truck_large,clear,light,4.85
R-0945,904.2,truck_small,light_snow,heavy,21.82
R-0946,481.5,van,rain,light,8.64
R-0947,461.0,truck_small,rain,heavy,8.94
R-0948,968.5,van,foggy,heavy,20.89
R-0949,235.1,truck_small,clear,light,3.44
R-0950,681.0,van,foggy,heavy,14.35
R-0951,845.4,truck_large,foggy,light,19.18
R-0952,1383.2,van,clear,medium,20.37
R-0953,1093.5,truck_large,light_snow,light,27.74
R-0954,768.7,truck_small,light_snow,heavy,19.26
R-0955,61.7,truck_large,light_snow,light,1.52
R-0956,723.6,truck_large,light_snow,heavy,19.89
R-0957,1116.7,van,clear,medium,16.97
R-0958,935.5,truck_small,clear,medium,14.42
R-0959,568.2,truck_large,foggy,heavy,13.68
R-0960,1084.9,truck_large,light_snow,heavy,28.23
R-0961,108.7,van,clear,medium,1.58
R-0962,968.1,truck_small,foggy,heavy,20.9
R-0963,78.5,van,light_snow,medium,1.72
R-0964,1016.3,van,clear,heavy,15.47
R-0965,845.5,truck_large,clear,light,14.38
R-0966,939.5,truck_small,rain,medium,17.53
R-0967,527.3,truck_large,rain,light,10.71
R-0968,663.7,van,rain,light,10.82
R-0969,899.0,van,foggy,heavy,18.86
R-0970,41.9,truck_small,rain,heavy,0.85
R-0971,1313.6,van,rain,heavy,25.06
R-0972,62.1,truck_small,rain,heavy,1.24
R-0973,466.7,truck_large,light_snow,heavy,12.02
R-0974,522.1,truck_large,rain,medium,10.95
R-0975,1384.9,truck_small,rain,heavy,26.32
R-0976,1085.3,truck_large,foggy,light,24.74
R-0977,833.8,truck_small,foggy,heavy,19.31
R-0978,313.0,truck_small,foggy,medium,6.64
R-0979,530.1,van,light_snow,medium,11.63
R-0980,241.6,van,light_snow,medium,5.24
R-0981,1010.8,truck_large,light_snow,heavy,27.21
R-0982,585.0,truck_large,rain,medium,11.5
R-0983,1004.6,truck_small,foggy,medium,19.98
R-0984,1177.6,truck_small,foggy,light,25.01
R-0985,1323.6,truck_large,clear,medium,22.12
R-0986,129.1,truck_large,foggy,heavy,3.13
R-0987,1459.9,truck_small,rain,light,27.39
R-0988,266.2,truck_large,foggy,heavy,6.19
R-0989,90.1,van,rain,medium,1.6
R-0990,1264.9,truck_large,rain,medium,26.58
R-0991,1296.7,van,light_snow,medium,28.15
R-0992,800.4,van,foggy,heavy,17.35
R-0993,948.0,truck_large,clear,light,15.26
R-0994,658.3,van,clear,heavy,10.41
R-0995,899.3,truck_large,light_snow,heavy,24.25
R-0996,1393.6,van,foggy,heavy,29.15
R-0997,826.9,truck_small,rain,heavy,15.71
R-0998,1349.5,van,light_snow,light,29.48
R-0999,1429.3,truck_small,rain,heavy,28.47
R-1000,1047.4,truck_large,rain,heavy,22.86
